,新聞,類別
57,（中央社委內瑞拉埃爾敦科6日綜合外電報導）天氣預報顯示最近委內瑞拉將會酷熱難耐，但對葛瑞格里歐（Jose Gregorio）來說沒什麼差別，因為他現在冷得直打哆嗦，「我全身都痛，發燒」。這是典型的瘧疾症狀。在葛瑞格里歐和他峪柯帕（Yukpa）原住民族人居住的地區，多年前原已根除的瘧疾現在不僅捲土重來，威力還更加兇猛。他太太瑪麗莎（Marisol）擔心地說：「他關節痛，之後就開始嘔吐，已經4、5天沒有吃東西了。」他們4個月大的寶寶在一旁咿咿呀呀地說話。瑪麗莎說：「寶寶和我也都得了瘧疾。之前只有屈公熱（Chikungunya）和登革熱，瘧疾去年重新回到這裡。」這裡是埃爾敦科（El Tucuco），位於委內瑞拉與哥倫比亞交界邊境山腳下的小村落，從委內瑞拉西部佐里亞州（Zulia）馬拉開波（Maracaibo）開車，要花3小時才到得了。有3700人口的埃爾敦科是峪柯帕的「首府」，瘧疾在這裡迅速擴散，委內瑞拉其他地方也不例外。但在1961年，委內瑞拉是第一個宣布根除瘧疾的國家。目前沒有官方統計顯示埃爾敦科疫情擴散狀況，官方也沒有公布死亡數字，但專家表示，危機正在漸漸擴大。醫師波蘭科（Dr Carlos Polanco）說：「我們在村落實驗室幫人檢查，10個裡面有4到5人呈陽性反應，這數字很讓人擔心。」（譯者：鄭詩韻/核稿：陳政一）1080707,生活
58,（中央社記者吳佳蓉台北7日電）威力彩目前已連36摃，台灣彩券公司表示，預估明晚頭獎將上看新台幣8.7億元，若1注獨得，將為逾8個月以來最高金額頭獎；9日晚間開獎的大樂透頭獎則上看3.3億元。台彩表示，今年以來威力彩只開出過兩次頭獎，1次為1月17日的2.2億元頭獎，另1次為2月28日開出的5.21億元頭獎。從3月到目前為止，威力彩頭獎持續摃龜，隨著累計頭獎金額不斷提高，近日買氣也不斷增加，預估最新一期銷售額可達1.8億，帶動頭獎金額上看8.7億元。台彩說，即使週一威力彩頭獎開出，沒中的民眾也別氣餒，配合端午節機動加碼活動，威力彩頭獎開出的次期，頭獎將直接加碼2億元，直到7月25日加碼活動結束。台彩統計，近11年來，有64%的威力彩頭獎是上看8億至9億元時開出，隨連摃期數增加，開出頭獎機率也持續升高。同時，大樂透至今也邁入連11摃，台彩預估，最近一期銷售金額可達1.2億元，9日晚間開獎時，累計頭獎金額可上看3.3億元。（編輯：黃國倫）1080707,生活
59,（中央社記者汪淑芬台北7日電）桃園市空服員職業工會發動的長榮空服罷工落幕，台灣航空業3年發生3次罷工，開南大學空運管理學系副教授盧衍良今天建議，訂10至14天罷工預告期，陸海空交通運輸事業一體適用。盧衍良受訪表示，長榮航空勞資爭議罷工雖然落幕，但仍遺留若干問題需要勞動部苦民所苦，盡速推動修法，最重要就是罷工預告期。盧衍良指出，這次長榮航空勞資協商雖有討論罷工預告期，但並未列入團體協約中，旅客權益的保障其實並沒有解決。交通運輸事業一旦啟動罷工，必然直接衝擊龐大旅客，建議全面性檢視法規，陸海空交通運輸事業一體適用。台灣航空業3年已發生3次罷工，盧衍良說，從這3次罷工來看，罷工預告期存在與否，並不會減輕業者的損失與傷害，但卻能夠讓民眾應變空間提早。盧衍良實際觀察這次長榮空服罷工後，長榮航空位在台北市長安東路的台北辦事處狀況，旅客因應罷工須簽轉數日後的機票，人潮在前7天為最高峰，幾乎每人需要等待4到5個鐘頭以上才能辦妥，但到了第10天，人潮顯著減少，呈現零星辦理旅客。盧衍良認為，考量經營規模與淡旺季因素，建議包含航空在內交通運輸的預告期，至少在10至14天以上為妥。（編輯：管中維）1080707,生活
60,（中央社記者李先鳳花蓮縣7日電）天氣熾熱，今天中午台東太麻里飆出全台最高溫攝氏38.5度，花蓮富源高溫也達38.4度，花蓮氣象站指季節正吹西南風，縱谷在背風面，溫度自然偏高，民眾不宜戶外曝曬以免中暑。受到西南風沉降增溫影響，全台熱呼呼，豔陽就像會咬人一樣，截至下午1時40分，氣象自動測站測得花東高溫超過38度，台東太麻里更飆出全台最高溫，花蓮富源也有38.4度，但未刷新今年全台最高溫紀錄。中央氣象局花蓮氣象站表示，花蓮地區地形狹長，北迴歸線通過瑞穗鄉，致使瑞穗以北呈現副熱帶氣候，瑞穗以南則為熱帶氣候；富源雖然在北迴歸線北邊，但受地形影響，常出現高溫。花蓮縣衛生局提醒民眾「酷夏防暑」3要訣：通風、遮陽、補充水份，尤其獨居長者、老年族群及心血管疾病患者更需注意。隨時注意室內溫度及氣象局發布的天氣預報，儘量避免上午10時至下午2時之間從事戶外活動，或儘可能將活動安排在早晨或傍晚。常見熱傷害症狀如體溫升高、皮膚乾熱變紅、心跳加速、頭痛、頭暈、噁心、肌肉抽筋等，應迅速離開高溫環境並設法降低體溫，立即鬆脫衣物、用水擦拭身體或搧風，及時補充水分，可加入少許鹽的冷開水或稀釋電解質飲料，稍待休息後可減緩不適感，如意識不清、昏迷等較嚴重症狀時應儘速就醫。（編輯：翁翠萍）1080707,生活
61,（中央社記者魯鋼駿新竹縣7日電）新竹縣嘉興國小合唱團與桃山國小合唱團赴德國參加「第11屆布拉姆斯國際合唱音樂節暨合唱大賽」，成績公布，2校分別獲青少年組、民謠組雙料金質獎，以及青少年組銀質獎。新竹縣政府表示，來自新竹縣尖石鄉嘉興國小及五峰鄉桃山國小的泰雅族原住民小朋友，3至7日到德國參與「第11屆布拉姆斯國際合唱音樂節暨合唱大賽」，並與當地知名音樂學校團體觀摩交流。竹縣府表示，嘉興國小及桃山國小合唱團成員穿著傳統泰雅服飾上台演唱，嘉興國小演唱泰雅族傳統歌謠、世大運主題曲「擁抱世界擁抱你」及菲律賓民謠等；桃山國小則呈現由校長蘇美娟編曲的泰雅歌謠奇幻部落mnanak na qalang及19世紀西方音樂名作。縣府指出，比賽結果於台灣時間7日凌晨出爐，嘉興國小榮獲青少年組、民謠組雙料金質獎；桃山國小獲青少年組銀質獎，消息傳回台灣，讓陪伴孩子一起走過週末練唱達數月之久的家長們紛紛感動落淚。此外，嘉興國小合唱團也以泰雅族歌謠織布歌Tminun得到評審青睞，獲得大會特殊表現獎，還因此受邀於今天的閉幕音樂會中演出，希望孩子們能夠和所有愛樂者分享這首好聽歌謠。桃山國小六年級學生張羽婕說，平時利用週末齊聚練唱，過程很辛苦，老師總鼓勵大家「既然犧牲那麼多假日，應該一起努力，彼此成就」，如今在德國比賽中獲得金質獎，很開心努力有了好成果。（編輯：方沛清）1080707▲嘉興國小合唱團在交流表演與桃山國小合唱團一起演唱泰雅歡樂歌。,生活
62,（中央社記者梁珮綺台北7日電）有著美麗光環的土星將於10日凌晨到達「衝」的位置，台北市立天文館第二觀測室在13日與27日晚間7時至9時將開放大型天文望遠鏡，供民眾仔細欣賞這顆「太陽系最美星體」。天文館資訊顯示，土星在10日凌晨1時7分到達「衝」的位置，在「衝」的前後，土星是離地球最近、且最大最亮階段，過了「衝」後，土星日落後位置將愈來愈西，視直徑愈來愈小，視亮度也愈來愈暗。台北市立天文科學教育館指出，觀察土星的重點在土星環以及土衛六（泰坦）等明亮的衛星，只要用低倍率望遠鏡就很容易看到；高倍率望遠鏡則能觀看土星表面的雲帶特徵、土星環，以及將土星環分隔A、B、C三個主環的卡西尼環縫與恩克環縫。土星是離太陽第六近、同時為太陽系中體積和質量皆為第二大的行星，質量為地球的95倍、體積約為地球的763倍，主要組成成分為氣體和冰，擁有62顆衛星，僅次於木星的79顆。美麗的土星環由許多冰粒與塵埃構成，沿著土星赤道向外延伸，寬度相當於地球直徑8倍，厚度僅20公尺，扁而寬的土星環在地球與土星繞著太陽公轉、彼此相對位置一直改變的情況下，光環看起來的模樣隨之改變，有時還會因光環薄薄的側面面對地球，發生看不到光環的「土星環消失事件」。（編輯：翁翠萍）1080707,生活
63,（中央社記者郝雪卿台中7日電）台中市政府針對9月登場的「2019搖滾台中」舉辦數位合輯徵選活動，入圍名單今天公布，共有10個樂團闖進決賽，將於12日晚上的決賽中，由評審選出前4名優秀歌曲。「2019搖滾台中」將於9月7、8日在台中文心森林公園與圓滿戶外劇場舉行。台中市政府今年以「乘載台中記憶」為主題，舉辦數位合輯徵選活動，投件樂團超過百團，更有來自英國、澳洲、泰國等不同國家樂團投遞作品。台中市新聞局表示，初選獲選樂團將以現場演唱的方式，於12日晚上6時在台中大遠百戶外廣場進行決賽，並由評審決定前4名優秀歌曲，優勝者將受邀於搖滾台中演出，獲選作品也將收錄於數位合輯。新聞局指出，2019搖滾台中除邀請徵選比賽獲勝者演出，還邀請近60組國內外樂團演出，參與國家也從日本、南韓，擴大到新加坡、馬來西亞等國家與地區，參與演出團數與國家數均創新高，音樂類型也比以往更多元，期盼帶給民眾一場絕美的音樂饗宴。新聞局長吳皇昇表示，為打造台中為國際流行音樂之都，市府不僅每年辦理音樂盛會「搖滾台中」，也持續編列經費提供音樂活動補助，協助音樂團體在台中的演出行銷活動，希望藉此培育音樂人才，健全台中音樂產業鏈。（編輯：陳俊碩）1080707,生活
64,（中央社記者李先鳳台東縣7日電）「跨越黑潮-復現3萬年前的航海實驗計畫」圓木舟航行最終挑戰，今天從台東烏石鼻港出發，5名划手捨棄現代化設備，模擬當年以星辰、風向等判別方向，划向日本沖繩與那國島。台灣史前文化博物館自2017年起與日本科博館合作「跨越黑潮-復現3萬年前的航海實驗計畫」，為證實「日本人的來源路徑」由台灣跨越黑潮進入沖繩列島之可能路徑，經前2年實驗結果證明竹筏的可行性較低後，今年以圓木舟跨海挑戰。在多日天候觀測不佳、3度取消後，今天中午終於由台東長濱鄉烏石鼻港出發，划手們預估最快30小時，若風向不對，可能要3至5天才能抵達目的地。參與此次計畫的划手分別為台籍宋元愷和日籍的原康司、鈴木克章、村松稔、田中道子（女）共5人，在不換人的前提下划行全程。5名划手在體能和經驗都相當優異，其中來自高雄的宋元愷是獨木舟資深老將，從事海洋獨木舟活動多年，拿下多次世界冠軍紀錄，1991年曾參加台灣橫渡鹿兒島海洋遠征。史前館副研究員林志興說，本次最終實驗計畫使用的圓木舟為2017至2019年間以日本能登所產雪松，依模擬舊石器工具實驗製成。由日本考古學家山田昌久監製、工藝家雨宮國廣製作，獨木舟船身長7.6公尺、寬0.7公尺、高0.6公尺，可乘坐5人，舟身重量約350公斤。航程自台東烏石鼻出發到日本與那國島，直線距離為205公里，航行時不會使用羅盤、時鐘、智慧型手機等現代化設備，將以星辰、風向等自然元素來決定航程方向。為記錄實驗航海探索航程，特別在圓木舟前後配備攝影機全程記錄，另有隨船攝影、空拍機記錄，作為日後科學研究及教育活動。（編輯：陳俊碩）1080707,生活
65,（中央社記者許秩維台北3日電）台南市一名國小導師遭指控性侵學生長達20年，教育部長潘文忠今天在臉書發文，教育主管機關責無旁貸，要堅定挺身守護每個孩子，絕不容許因姑息或包庇，讓更多孩子受傷害。人本教育基金會昨天召開記者會，台南市一名張姓國小教師今年3月被爆出性侵學生，人本深入訪查後陸續發現10多名受害者，犯行可能長達20年並橫跨2校。潘文忠在臉書發文指出，這兩天得知有台南的國小的孩子在校園內遭受性侵，他感到非常沉痛，目前該案件已由台南市教育局督管，經性別平等教育委員會調查屬實，已解聘該教師，且終身不得聘任為教師，也依性別平等教育法展開對失職人員的調查，啟動受害學生的輔導機制。潘文忠指出，今年初教育部對教師法進行修訂，主管機關更能對狼師、性侵、虐童等不適任教師主動出擊，有法源可明確快速處置、淘汰；近日也同時公告校園性侵害性騷擾或性霸凌防治準則修訂草案，事件涉及多校時，學校得合組調查小組防止互踢皮球，學校接獲狼師檢舉案時，應交性別平等教育委員會調查，不得另設調查機制。「就算只是一名不適任教師，也可能會對孩子造成一輩子傷害，這也對絕大多數認真教學的老師們是一種打擊。」潘文忠表示，在校園發生此類憾事，令人心痛不已，每名教育人員都應發揮專業的道德勇氣，教育主管機關更責無旁貸，必須強化落實相關機制與決心，堅定挺身守護每個孩子，絕不容許因姑息或包庇，讓更多孩子受傷害。（編輯：管中維）1080707,生活
66,（中央社記者汪淑芬台北7日電）中央氣象局觀測，受西南風沉降影響，今天中午花蓮富源出現攝氏38度高溫，氣象局也發布8縣市高溫燈號資訊。氣象局說，花蓮富源是在中午12時出現38度高溫，中午12時48分，台北市氣溫也升至37度，另雙北、基隆及台東多處氣溫也超過36度。氣象局發布花蓮縣、台東縣高溫橙色燈號（38度以上）及基隆市、新北市、桃園市、台北市、彰化縣、高雄市高溫黃色燈號（36度以上）。氣象局建議民眾注意防曬、多補充水分、慎防熱傷害。（編輯：陳俊碩）1080707,生活
67,（中央社記者吳睿騏桃園7日電）桃園市空服員職業工會從今天中午12時起，在罷工棚內辦理會員三寶的取回作業，短短10分鐘內，就有近200名會員完成手續，空服員們都說，現在最想做的事是回家好好睡一覺。空服員職業工會中午12時起，開放會員領取三寶（工作證、護照及台胞證），短短10分鐘的時間內，就完成了現場近200名值班會員的三寶返還作業，工會表示，領取作業仍以保護會員權益為優先，也不會每天公布數量。參與罷工的鄭小姐在領到三寶後表示「終於可以好好睡一下」，網路上很多酸民都笑空服員們節節敗退，但大家也看到資方的態度及勞工爭取權益的辛苦，許多會員家人幾乎不支持，甚至為經濟大鬧家庭革命，長輩們無法理解員工在公司遭遇的對待，只看到表面的光鮮亮麗，現在終於有了好的結果，大家都很開心。另一名郭姓空服員表示，大家都想趕快回去，雖然家人一開始並不支持，但看見大家的決心態度也趨於軟化，相信爸媽都希望子女開心，至於何時復飛就看公司安排，畢竟大家都是因為喜歡這份工作才會進入長榮，罷工只是希望公司更注重員工待遇，「我們爭取的是尊嚴」。工會表示，從7日到9日，每天中午12時至晚間10時，工會在罷工棚內辦理三寶領回作業，但須會員本人親自領取，9日晚間10時前未領取，工會將代為保管直到會員有時間來領取。目前罷工棚只剩下部分幹部輪守處理交還三寶事項，所有會員都可好好回家休息，為復飛做準備。（編輯：方沛清）1080707,生活
68,（中央社記者張雄風台北7日電）長榮航空空服員罷工落幕，勞資雙方6日晚間簽定團體協約，協約中約定包含飛安服勤獎金、人評會程序等事項都將自明年1月1日起生效。桃園市空服員職業工會6月20日下午4時起發動長榮空服員罷工行動，勞資雙方7月6日晚間終於達成共識，簽下團體協約，工會也宣布9日晚間12時結束罷工。詳細條約內容包含6大項目，在飛安服勤獎金方面，長榮公司同意除「長榮機隊國內航班、立榮機隊國際/國內航班」外，自109年1月1日起，對於依公司排定班表值勤的客艙組員，核予來回一趟次飛安服勤獎金，來回航程中有一趟非值勤航段，則該來回航班的飛安服勤獎金折半發給，短班（含過夜班）一趟來回新台幣300元、越洋航線一趟來回500元。同樣也約定人評會程序事項自109年1月1日正式生效，人評會具發言權及表決權的人評委員，增加1席空服教官代表，由全體客艙組員共同選任5名教官輪流擔任。在和平協議中，長榮航空與空服員工會約定國內航線不得罷工；團體協約簽定起3年內（7月6日起至111年7月5日止）不得發動任何爭議行為，但經中央主管機關裁決認定違反工會法第35條、團體協約法第6條第1項規定者，不在此限。勞資雙方也同意自團協簽定日開始執行航班優化方案，包含BR198、BR184桃園-東京航線，10月到3月（共計6個月）改為過夜班；BR108高雄-東京航線，10月到3月（共計6個月）改為過夜班。同樣也是簽約後即刻生效，長榮航空公司同意給予長榮分會理監事每年共25天會務假。最後，在勞資交流互動部分，最後約定自10月1日起，長榮分會理監事或會員代表每月定期與長榮航空公司舉行勞資協商會議，每季固定與董事長或總經理會面晤談，並且每半年溝通服務流程、班表規劃與工會宣傳方式。（編輯：管中維）1080707,生活
69,（中央社記者楊思瑞台南7日電）台南市本土登革熱病例於昨晚增加為5例，其中3人住在中西區開山里。市府今天繼續對開山里加強擴大戶內外化學防治及環境消毒作業。台南市登革熱防治中心指出，昨天接獲通報中西區開山里的疑似本土登革熱病例，於昨晚確診為第2型。截至今天，台南市確診登革熱本土病例數為5例，境外移入病例數為21例。台南市登革熱防治中心指出，新增第5例本土登革熱病例為78歲婦女，無慢性病史及出國旅遊史，主要活動範圍於中西區開山里住家、及至東菜市場買菜。台南市登革熱防治中心指出，市府已完成新增個案居住地戶內孳生源清除、噴霧罐放置及社區戶外孳生源清除。上午於開山里加強擴大戶內外化學防治作業，戶內執行約250戶。下午預計執行小南城隍廟附近150戶的戶內外化學防治作業，希望民眾配合清除積水容器。（編輯：方沛清）1080707,生活
70,（中央社記者許秩維台北7日電）今年是地方創生元年，為鼓勵青年認識自己的家鄉，關心在地議題，教育部青年發展署暑假辦理青年夢想家培訓企畫，鼓勵青年走入社區，用實際行動改變在地。教育部青年發展署今天發布新聞稿指出，為鼓勵青年發掘在地問題，提出行動方案，青年署自民國95年起推動青年社區參與行動計畫，以實際行動活化社區發展，今年更特別推出青年夢想家（Dreamer）培訓企畫，共有100名青年入選。青年署表示，青年夢想家培訓首先安排行政說明及知能培訓課程，讓青年瞭解「地方創生」及「社會設計」的精神與價值，並於7、8月規劃25梯次實地培訓，青年可自選4個行動學習點進行移地教學，在導師引導下了解各行動學習點的經營方法後，進一步構思並提出行動點子，表現優異者有機會獲得新台幣1萬元獎金。青年夢想家培訓共精選25個行動學習點，例如北區的「星濱山共創工作室」，推動基隆正濱漁港轉型；中區的「好伴社計」，推廣新世代社宅樣貌，打造居民可共享共用的生活空間；南區的「社團法人高雄市小鄉社造志業聯盟」，則將社區資源轉化為青年創業農村的機會。青年署表示，透過帶領青年實地參訪、課程研習、方案構思，期待青年夢想家從敢想敢夢出發，逐步構想提案點子，實際走入社區，並改變在地，藉此提升青年對家鄉及生長土地的認同感，也引導更多青年尋找留鄉發展的可能。（編輯：管中維）1080707,生活
71,（中央社記者郝雪卿台中7日電）勞動部職安署為保障勞工作業安全，從7月起推行「台灣職安卡」，台中市勞工局今天表示，營造作業勞工受訓滿6小時，經測驗合格後，即發給台灣職安卡，適用於全國營造工地。台中市勞工局長吳威志表示，市府為確保每名工作者進入高風險場所前已接受「一般安全衛生教育訓練」，從105年起推行「工安卡」，截至107年已核發6萬多張，後續將配合勞動部「台灣職安卡」進行整合，勞工受僱於全國營造工地作業不需要再重複接受相同訓練，也減少須隨身攜帶多種卡片的不便。台中市勞動檢查處表示，根據「勞工安全衛生教育訓練規則」規定，一般勞工及營造勞工都要定期接受勞工安全衛生訓練，如果勞工被查獲未依規定受訓，第一次被發現通知雇主改善，第二次被發現則開罰雇主。勞動檢查處提醒，中小企業雇主無法自行辦理一般安全衛生教育訓練，或是無一定雇主的勞工及自營作業者，市府有補助工會及委託教育訓練單位辦理一般安全衛生教育訓練，勞工都可免費報名參訓。台中市政府勞工局指出，教育訓練內容由勞動部職安署編訂統一教材，由各勞動檢查機構培訓授課講師，營造作業勞工如受訓滿6小時，經測驗合格後，即以虛擬方式發給「台灣職安卡」，勞工擁有個人受訓資訊線上紀錄，可永久保存及使用，並適用於全國營造工地。（編輯：陳俊碩）1080707,生活
72,（中央社記者吳佳蓉台北7日電）中止連3週漲勢，中油公司今天宣布，自7月8日凌晨零時起，各式汽、柴油價格每公升各調降0.4元，95無鉛汽油來到每公升新台幣28.7元。調整後的各式汽、柴油參考零售價格，分別為92無鉛汽油每公升27.2元、95無鉛汽油每公升28.7元、98無鉛汽油每公升30.7元、超級柴油每公升25.1元，實際零售價格以各營業點公告為準。中油說明，市場擔心下半年全球景氣與石油需求成長趨緩，表現可能將不如預期強勁，且如今供過於求狀態猶存，皆導致本週國際原油價格下跌。本週調價指標7D3B週均價為每桶62.90美元，較前週64.71美元下跌1.81美元，新臺幣兌美元匯率升值0.029元，國內油價依公式計算跌幅為2.31%。中油指出，本週92無鉛汽油及柴油因未超過亞鄰最低價，故汽、柴油應各調降0.4元，足額調整，調整後95無鉛汽油零售價格為每公升28.7元，未達啟動經濟部油價平穩措施門檻。今年累計截至6月底止，汽、柴油價格因春節凍漲、抵亞鄰最低價限制及平穩措施未能調足的吸收金額約為17.94億元。中油強調，國內油價每週隨國際油價變動調整，有漲有跌，調幅大小完全取決於油價公式的計算結果，絕無「漲多跌少」或「只漲不跌」情事。（編輯：黃國倫）1080707,生活
73,（中央社記者陳偉婷台北7日電）動外科重大手術的病人常因禁食、體虛有「飢寒交迫」感。麻醉科醫師郭書麟今天說，透過術後加速康復療程可改善病人手術不適症狀，也能避免麻醉太淺、太深產生的併發症。國泰綜合醫院醫療團隊和各大醫院團隊上午成立「台灣術後加速康復學會」，並舉辦專家論壇，邀各國專家分享術後加速康復療程新趨勢。國泰醫院麻醉科主治醫師郭書麟在研討會時受訪表示，動過重大外科手術者常有一些痛苦的經驗，包含術前禁食超過10至12小時，很多病人又餓、心裡又恐懼；有些病人則是術後在恢復室冷到「皮皮挫」，蓋好幾條棉被都還是覺得冷，術後有長達半天時間都又餓又冷。郭書麟表示，術後加速康復療程（ERAS）是創新整合醫療架構，從術前、術中麻醉、術後恢復，以實證醫學的確認結論為治療方針，目前是歐美先進國家的標準手術麻醉照護流程。在術前，醫療團隊會先提供病人體能訓練及正確使用呼吸器訓練：術中會使用各種監測儀器，嚴密掌握病人身體水分、麻醉深度，避免病人術後水腫或因麻醉用量不當造成太早清醒或術後瞻妄。手術中也會給無菌加熱保暖衣維持體溫。郭書麟說，ERAS術中採硬脊膜外止痛方式，搭配不同作用機制止痛藥如非嗎啡類止痛藥等，比起以往術後單純採靜脈注射嗎啡類止痛藥，大幅改善病人術後又吐又暈等麻醉藥副作用。術後病人因副作用減少，可儘早進行抬臀、深呼吸等，加速康復。根據國泰的臨床經驗，ERAS可幫助病人減少疼痛感、噁心嘔吐感5成、提早2天正常飲食、提早2.3天下床活動、提早拔除尿管30小時及減少住院天數2.71天。術後加速康復療程適用10至20種重大外科手術，郭書麟說，最主要使用族群多是動癌症手術者，因癌友身體狀況比較不好，且手術的創傷衝擊較大，術後加速康復療程可幫忙緩解身心理的不適。郭書麟說，舉辦研討會是希望讓愈來愈多專業人士了解ERAS的臨床實務經驗，也投入相關宣導，希望造福更多病人，提升術後照護品質。（編輯：李亨山）1080707,生活
74,（中央社記者邱俊欽桃園機場7日電）長榮航空空服員罷工終於落幕，今天不少搭機出國旅客都樂見這樣的結果，有旅客建議應修訂「罷工預告期」，讓旅客能夠充分應變；也有旅客希望長榮儘速恢復航班正常運作。長榮航空空服員罷工終於落幕，部分旅客今天被問到空服員罷工結束的反應時，大多數都樂見這樣的結果，但仍有不少旅客認為應該修訂「罷工預告期」，讓旅客有所依循，減低對個人行程計畫、旅行社的運作的衝擊。也有旅客認為，長榮指出在7月底前才陸續恢復正常營運，對於暑假出國旅客仍造成極大影響，希望長榮展現企業魄力，儘速提早恢復航班運作。另外，靠銷售業績支撐的機場免稅店、美食街等企業，在這波罷工中也成為受害者，他們樂見罷工事件落幕，讓桃園機場恢復榮景。桃園市空服員職業工會6月20日下午4時起發動長榮空服員罷工行動，勞資雙方在昨天終於達成共識，簽下團體協約，宣告罷工落幕。長榮表示，預計可在7月底前陸續恢復正常營運，8月也會視組員調度及旅客需求做部分航班調整。（編輯：方沛清）1080707,生活
75,（中央社台北7日電）根據中央氣象局最新資訊，今天上午11時51分發生芮氏規模3.8地震，地震深度11公里，震央位於台南市政府北方33.3公里（位於台南市北門區），最大震度台南市、嘉義縣3級。（編輯：管中維）1080707,生活
