,新聞,類別
30,（中央社記者吳柏緯台北1日電）台大教授沈冬今天透露，黃梅調經典電影「梁山伯與祝英台」，塑造女星凌波成為風靡港台的銀幕偶像，當時凌波來台時機場萬頭鑽動，動彈不得的凌波，最後只能坐上搭戴3名扒手的警車脫困離開，轉往圓山大飯店。科技部人文沙龍今天下午前進工業技術研究院，邀請國立臺灣大學音樂學研究所教授沈冬主講「黃梅調電影音樂」。沈冬不但談電影音樂，也分享了不少當代電影導演與演員的趣聞。科技部7月份的人文沙龍系列講座定名為「如何黃梅，怎樣歌曲」， 講座圍繞著黃梅調電影「梁山伯與祝英台」展開。主講人沈冬帶了超過40段的珍貴影像片段，以及許多的照片，她表示，除希望透過這些歷史資料，喚起一些人的回憶外，也希望可以引領較年輕的聽眾，認識一段台灣的音樂史。沈冬指出，京劇、崑劇等戲曲文化，在清代就已經傳入台灣，但是黃梅調卻是在1949年之後才開始對於港台產生影響，並且擴散到華人世界，這是黃梅調與其他戲曲文化最大的差異，至今黃梅調電影也成為當代極為重要的一種文化。談到黃梅調電影，就不得不提到1963年4月，由香港邵氏公司出品、李翰祥導演、凌波與樂蒂主演的黃梅調電影「梁山伯與祝英台」。沈冬指出，當時為「梁山伯與祝英台」電影作曲的作曲家周藍萍，雖然創作生涯不過20年，但是卻留下了許多膾炙人口的歌曲。周藍萍的音樂成就，以及為戲曲電影譜寫的樂曲，是沈冬研究的項目之一，因此在這場座談中，沈冬也出示了不少的影音記錄與聽眾分享。座談會除了探討黃梅音樂本身，沈冬也藉著「梁山伯與祝英台」這部電影，分享過去一些影人的趣事。沈冬在會中出示了1982年與1963年，兩份「梁山伯與祝英台」，其中1982年重演的海報上看不見導演李翰祥的名字，沈冬說明，由於當時李翰祥已到中國大陸拍片，因此他的姓名就無法公開。此外，過去她也曾親自訪談過飾演梁山伯的凌波，因此在講座中，沈冬也分享了許多對凌波的貼身觀察。沈冬指出，凌波剛出道時曾以「小娟」做為藝名，拍攝廈語電影，雖然當時台灣有輸入這些作品，不過當時並沒有引起關注，直到以凌波藝名開始走紅，這些過往的作品才又再度被翻出來。沈冬也分享了一段故事。她提到，1963年10月凌波首度來台時引起萬人空巷，也吸引了不少的扒手出沒，當天在機場的警察抓了3個扒手準備要送到警局，但同時發現機場人實在太多，凌波無法離開，於是靈機一動，讓凌波坐上那部載有扒手的警車，並護送凌波到圓山大飯店。沈冬說，她後來向凌波查證這件事，凌波表示當天警車上確實有幾個她不認識的人，間接證實了這則軼事。（編輯：林孟汝）1080701,娛樂
31,（中央社記者楊明珠東京1日專電）被喻為男偶像製造機的日本傑尼斯事務所社長87歲的強尼喜多川6月中旬送醫急救，傑尼斯事務所今天宣布，病因是蜘蛛膜下腔出血，正接受治療。傑尼斯事務所今天表示，強尼喜多川（John Hiromu Kitagawa）因解離性腦動脈瘤破裂導致蜘蛛膜下腔出血，目前住院治療。他正努力接受治療，希望外界了解。強尼喜多川6月18日上午因身體不適，緊急送醫急救後，就一直住院。傑尼斯事務所旗下的藝人陸續到醫院探病。傑尼斯旗下的5人偶像團體「嵐」今天在東京六本木出席回顧出道20週年展覽會ARASHI EXHIBITION JOURNEY，開幕前由成員松本潤對媒體說明強尼喜多川的現況。松本潤說，6月中旬強尼喜多川緊急送醫治療的隔天，嵐5名成員前往醫院探病，之後成員若有時間就各自去醫院探病，現在祈禱他身體能早日康復，希望大家能默默予以溫馨關懷。傑尼斯事務所成立於1962年，旗下有許多知名偶像與人氣偶像團體，包括近藤真彥、東山紀之、天團SMAP（中居正廣、木村拓哉等）、東京小子（TOKIO）、關西傑尼斯8、King&Prince等。強尼喜多川姓名的漢字寫法是喜多川擴，是日本的實業家、藝能製作人、音樂製作人、傑尼斯事務所社長。他1931年生於美國加州洛杉磯，有3個兄弟姊妹，胞姐是瑪麗喜多川。瑪麗喜多川的女兒，也就是強尼喜多川的姪女藤島茱莉景子是傑尼斯事務所的代表董事。（編輯：郭中翰）1080701,娛樂
32,（中央社記者姜遠珍首爾1日專電）韓流明星金秀賢今天結束兵役生活正式退伍，在被問道今後的計畫時表示，目前還未決定下半年的作品，大概明年會帶新作品與大家見面。南韓「日刊體育」網路版今天報導，金秀賢從2007年出道開始，推出「Dream High」、「擁抱太陽的月亮」、「來自星星的你」等作品，成為最紅的韓流明星。金秀賢在2013和女演員全智賢搭檔演出「來自星星的你」走紅亞洲，成為台灣粉絲心中難忘的「都教授」。金秀賢在退伍前已接到各種美妝品牌等廣告代言邀約，幾個月前金秀賢也開始接到影視劇作品邀約，目前只待金秀賢本人的選擇。（編輯：高照芬）1080701,娛樂
33,（中央社洛杉磯30日綜合外電報導）北美院線聯盟（Exhibitor Relations）今天表示，上映第2週的「玩具總動員4」（Toy Story 4）魅力不減，以5790萬美元衛冕北美票房冠軍寶座。法新社報導，迪士尼（Disney）與皮克斯（Pixar）聯合出品的這部動畫系列第4集，目前在美加兩國海撈2億3690萬美元，還另外在海外賺入2億5900萬美元。恐怖電影「厲陰宅」（The Conjuring）宇宙的最新章「安娜貝爾回家囉」（Annabelle Comes Home）則遠遠落後，首週以2040萬美元票房排名第2。另一部新片「靠譜歌王」（Yesterday），則以「若傳奇搖滾樂團披頭四（The Beatles）不存在」為主題，讓全球唯一記得他們的創作歌手靠翻唱一夕爆紅。這部浪漫喜劇片本週進帳1700萬美元，排名第3。迪士尼動畫改編的真人版電影「阿拉丁」（Aladdin），上映第6週仍賺入930萬美元，排名第4。環球（Universal）的動畫電影「寵物當家2」（The Secret Life of Pets 2）排名第5，本週票房為710萬美元。第6到第10依序為：「MIB星際戰警：跨國行動」（Men In Black: International）660萬美元；「復仇者聯盟4：終局之戰」（Avengers: Endgame）550萬美元；「恰吉」（Child's Play）430萬美元；「火箭人」（Rocketman）390萬美元；「捍衛任務3：全面開戰」（John Wick: Chapter 3 - Parabellum）320萬美元。為了力拚全球影史票房寶座，英雄電影「復仇者聯盟4：終局之戰」本週重新上映，加上這550萬美元，全球票房來到27億6100萬美元，跟歷史冠軍「阿凡達」（Avatar）的27億8800萬美元仍差2700萬美元。（譯者：侯文婷/核稿：張曉雯）1080701,娛樂
34,（中央社記者江明晏台北1日電）奪下今年金曲獎台語歌后的江惠儀，背景是中華電信工程師。中華電信表示與有榮焉，高層主管也對她的歌藝印象深刻，並開玩笑說，這證明中華電是能讓員工平衡工作與生活的最佳例證。江惠儀3次入圍金曲獎最佳台語女歌手，2次入圍金曲獎最佳台語專輯，今年以「露螺」獲得台語歌后，江惠儀在台上發表得獎感言時，更公開感謝中華電信。江惠儀畢業於國立交通大學，擁有高學歷，曾是中華電信研究院工程師，現職是中華電信員工，因為參加三立選秀節目「超級紅人榜」才踏入音樂圈。中華電信表示，同仁江惠儀成功奪下台語歌后寶座，公司感到與有榮焉。中華電高層對中央社記者透露，「她以前在電視台的歌唱比賽就嶄露頭角」，也曾在中華電信年度尾牙登台表演過，歌唱表現讓人印象深刻。為了迎接金曲30，中華電信規劃MOD六視角專區轉播、Hami Video獨家網路直播，同時特別成立金曲獎直播應變中心，在技術執行副總經理林國豐的坐鎮指揮下，自當天下午3時全員進駐，全台共出動上百人技術團隊，即時監控系統流量及頭端訊號，全員嚴陣以待。當晚10時55分五月天頒發「年度最佳單曲」獎項時，蔡依林和五月天阿信互相擁抱的畫面，更創MOD與Hami Video合計近20萬人同時收看的歷史新高。Hami Video也因網路獨家直播，寫下最高近9萬人同時收看的演唱會新紀錄，內容遞送網路的流量高達罕見的600Gbps，超過平時的2倍以上。目前MOD已超過208萬用戶，坐穩台灣第一大影視平台。（編輯：張均懋）1080701,娛樂
35,（中央社記者洪健倫台北30日電）由7段文學改編短片集結的電影「驚悚劇場」，今晚在台北電影節舉行首映，本片監製葉如芬與董成瑜率名模蔡淑臻、演員林鶴軒、黃河、應采靈等參演影星，在台北市中山堂亮相。由文學作品改編並結合不同類型的電影「驚悚劇場」，集結了「樂園」、「肇事者逃逸」、「住戶公約第一條」、「打掃」、「虎」、「隧道」和「完美Lily」等7部短片。擔任監製的「鏡文學」總編輯董成瑜表示，經過這次嘗試，未來會繼續推出續集，在驚悚類型中融合更多其他類型元素。名模蔡淑臻在導演卓立執導的「打掃」中飾演嚴厲的舍監，不斷以溫柔語氣，要求有強迫症的房客和牆上的污漬對抗。蔡淑臻說，她的角色代表擁有權力的一方，而演員溫貞菱飾演的房客，則象徵社會上處處受制約的女性。曾主演「切小金家的旅館」的演員林鶴軒，在短片「肇事者逃逸」中飾演陷入某一日時間中不斷輪迴的研究生，在片中還不斷被車撞。林鶴軒說，排戲時，導演約他「練習吐血」，練習時鼻子還意外嗆到血漿，沒想到導演特別喜歡，就要這樣的演出。2名資深演員應采靈與班鐵翔在短片「樂園」中飾演結婚30年的老夫妻，來到初次約會的露營區重溫舊夢，卻意外進入一間可以讓人年輕30歲的神秘旅館，讓夫妻倆有機會重拾感情初衷。演員黃河則在「完美Lily」中飾演恐怖情人，這部短片講述一個關於社群網站盜帳號事件。黃河表示，題材不但貼合近年社會脈動，也探討了人們都在網路社群中獲得愛和關心的人性。「驚悚劇場」在台北電影節首映後，將會在農曆鬼月登上影音串流平台Netflix。（編輯：張芷瑄）1080630,娛樂
36,（中央社記者鄭景雯台北30日電）閃靈拿下金曲30最佳樂團，身為人父又身兼立法委員、主唱的林昶佐，今早趁跑行程空檔衝回家半小時，把老婆Doris說的致詞放給女兒看，女兒看一次不過癮，直說「再看一次」。第30屆金曲獎昨晚落幕，最佳樂團頒給成團24年的閃靈樂團。主唱Freddy林昶佐今晨在慶功宴坦言，因為當立委，曾一度不知閃靈這個團該如何走下去。「兩年前吧，不知道這個團要怎麼走，因為沒時間巡迴、不能宣傳，怕被說不務正業」，不過林昶佐笑說：「今天證明這個團，不會停。」林昶佐與Doris育有2歲女兒米魯，身為人父，他也感嘆，離開小孩一天以上就會捨不得，參加金曲獎前，女兒還一直纏著問他，「為什麼要出門、為什麼要工作」，夫妻倆還特別安撫她。昨晚領獎時Doris用台語說，我要感謝我的女兒米魯，「阿母今天不是來上班，阿母今天是來得獎。」不過昨晚夫妻倆慶功宴結束時間已晚，回到家女兒已入睡，今早林昶佐還沒能跟女兒碰面，只睡3小時又繼續出門跑行程。只能趁跑行程空檔衝回家半小時，林昶佐把Doris說的致詞錄影放給女兒看，女兒看一次不過癮，直說「再看一次、再看一次。」（編輯：翁翠萍）1080630,娛樂
37,（中央社記者鄭景雯台北30日電）香港歌手何韻詩、閃靈樂團昨晚在金曲獎聲援「反送中」。何韻詩今天接受中央社訪問時說：「音樂歸音樂，這是非常落後的想法，音樂人有責任去守護自己的地方。」第30屆金曲獎昨晚落幕。最佳樂團頒給成團24年的閃靈樂團，主唱Freddy林昶佐領獎時高喊：「香港加油，台灣萬歲」，聲援香港「反送中」。閃靈這次在新專輯「政治」中，邀請何韻詩以台語演唱「烏牛欄大護法-望天版」，這首歌也入圍今年的年度歌曲獎。何韻詩昨晚也穿著亮眼的黃色風衣走紅毯，她說：「現在香港還是有很多人在街上抗爭，我作為香港歌手來到台灣，我希望把他們也帶來。」何韻詩、閃靈這次藉金曲獎，表達對社會議題的關心，何韻詩今晨接受中央社訪問時說，「音樂歸音樂這是非常落後的想法，音樂人有責任去守護自己的地方。太平盛世時，音樂可以作為娛樂，但當城市、國家有難，大家都有責任站出來」。何韻詩表示，她理解許多音樂人不發聲的背後原因，「但香港此刻，保持沉默已經不是中立，不說就是一個幫凶，讓那些勢力更強大」。這些年也因她投入社會運動，音樂圈許多音樂人看她的方式也變得不一樣，「大家還是打招呼，但顯然感覺到，僅止於此。」雖然有些悲哀，但她也慢慢習慣。何韻詩說：「誰沒有包袱，我也有。」雨傘運動期間，當時的老闆也勸她不要走得那麼前面，但她認為，「人在關鍵時候，要去選擇哪個價值才是最重要的」。在香港「反送中」期間，不時可看到何韻詩走上街頭，她笑說：「真的很累。」從29日早上6時就從香港出發來台，接著抵達金曲獎會場，典禮結束後參加閃靈慶功宴。今晨2時回到飯店，何韻詩又繼續在臉書直播，雖然滿臉倦容，但眼神卻堅定。而今早她又立刻返回香港，沒能休息太久，明天又要走上街頭，為即將登場的「七一遊行」做準備。不過在昨天金曲獎頒獎期間，一名香港女學生墜樓身亡，並在牆上留下遺書，強烈要求香港政府全面撤回「逃犯條例」。頒獎典禮過程中，何韻詩就得知此事，她感嘆說：「非常、非常不開心。無論香港政府或是背後的中共，都不會因為有人犧牲自己而改變什麼。」她認為，「反送中」運動和「雨傘運動」的抗爭模式不同，反送中是大家站在同一個方向往前走，「任何一個人都不能少」，她也呼籲香港年輕人，「你們不孤獨，不是自己一個人，有我們這些成年人在背後，跟你們走到前面爭取」。（編輯：張芷瑄）1080630,娛樂
38,（中央社記者洪健倫台北30日電）國片「大餓」今天下午在台北電影節首映，劇中演出健身教練的謝祖武與飾演女主角母親的柯淑勤大嘆女主角蔡嘉茵拍戲太辛苦，在7月酷夏還要裝胖拍戲，拍健身戲更一度眼冒金星。「大餓」是新導演謝沛如的首部長片，不但邀請演員謝祖武與柯淑勤擔任本片男女配角，更起用劇場演員蔡嘉茵擔任女主角。本片述說一個喜歡下廚的胖女孩，因身邊人們的關心與嘲笑，決心踏上艱困的減重過程。劇場演員蔡嘉茵第一次演電影就擔任主角，更一舉入圍台北電影獎最佳新演員，她直說很感恩也很幸運。謝祖武與柯淑勤更大嘆蔡嘉茵拍戲非常辛苦，因為她在片中身型要由胖變瘦，因而在7月酷暑拍戲時，身形原本就寬大的蔡嘉茵，還要長時間穿著肉胎道具服拍戲讓身材更顯胖。蔡嘉茵說，雖然劇組很貼心，只要導演喊卡就會拿電風扇幫她散熱，但有一天拍女主角的健身戲時，仍一度熱到她眼冒金星。謝祖武在片中飾演健身教練，他說導演向他解釋這是一個「擇善固執」的角色，但他發現這個光說不練的角色，更像是劇中的反派，謝祖武也把平常在健身房運動時，教練激勵學員的方式，還有推銷健身課程的話術融入表演。身形纖細的柯淑勤，在「大餓」中飾演女主角的母親，和女主角身形呈現強烈反差。她在片中每天都精心打扮從女主角身邊走過，柯淑勤說，這是因為她的角色不敢用言語提醒女兒減肥，只能用行動暗示，對女主角產生一種壓力。導演謝沛如說，「大餓」創作初衷是因為她看到電影總是美化與簡化減重過程，因而想用更真實的方式來探討減重與女性的身體認同。她也說，華人社會喜歡問候別人的身材，例如過年回家時，親友總會關心我們的身材胖瘦，認為這樣充滿愛意的問候，其實聽在耳裡也是一種傷害。並說片名「大餓」指的不只是生理上的飢餓，也是人們心理上對關愛的渴求。電影「大餓」入圍2019年台北電影節的「國際新導演競賽」，也一舉在「台北電影獎」中入圍最佳新演員與最佳造型設計。（編輯：張芷瑄）1080630,娛樂
39,（中央社記者江佩凌台北30日電）歌手蔡依林在金曲30奪2座大獎成為風光大贏家，談及「玫瑰少年」得年度歌曲，蔡依林表示，葉永鋕的故事更讓她學會換位思考，無論這首歌是否得獎，對她而言就是充滿意義。第30屆金曲獎頒獎典禮昨晚在台北小巨蛋舉行，蔡依林以專輯Ugly Beauty抱回年度專輯大獎，並以「玫瑰少年」獲頒年度歌曲獎，成為雙料大贏家之一，也把她推向更高的音樂地位，今天凌晨她出席唱片公司慶功宴並與專輯團隊開心敬酒致謝。對於能拿下年度歌曲和年度專輯肯定，蔡依林感性說，她一直以來都在找唱歌的熱情，而這張專輯是她想大膽嘗試不一樣的創作方法，一路走來也收到很多粉絲私訊的真情告白，「能為大家說一些話，是我應該做的事」。蔡依林接受平面媒體訪問時坦言，在壓軸的年度專輯大獎頒獎前，她的胃一直非常痛，而獎項揭曉當下，她大喊一聲英文髒話之後，胃痛就自然好了，笑說建議大家往後身體不適時，可以嘗試大吼一聲。蔡依林兼具流行與藝術的專輯，讓她站上更高的音樂成就，對蔡依林而言，面對金曲獎比賽機制，很容易會掉入「誰能站上去的壓力」，她說，那最後的吶喊，是終於鬆懈的心情，也是為自己打氣的方式。對於評審團讚賞她以快樂舞曲安慰大家的心情，蔡依林說，她做音樂都是很直覺、跟隨想法而做，投入當下並沒有太多其他顧慮，除非是她特別想表達的，就會寫在歌詞裡。談及「玫瑰少年」拿下年度歌曲，蔡依林表示，不管這首歌有沒有得獎，對她而言就是充滿意義，「很多故事不斷改變我的生活和想法，讓我知道不一樣的聲音」，也激勵到她「不需要什麼都符合大家的期望」。蔡依林不諱言，她也曾遇過歧視或被當成少數，即便是她在念書時，都會遇到這樣的情況，而葉永鋕的故事讓她學會「換位思考」，也想傳達除了同理心之外，「還是有人愛著你、聽你說話」。問及會想對葉永鋕的母親說什麼，蔡依林表示，她是一名非常偉大的女性，「她知道她站出來會讓很多人被鼓舞到，但其實在面對傷疤的狀態下，很少人願意勇敢地把哀傷情緒轉化為力量，再去感染更多人」，這一點讓蔡依林深深被感動。此次專輯獲眾多肯定後，被問及下一張專輯進度，隨心創作的蔡依林直回：「我也不知道，我是充滿好奇心的人，不知道在什麼階段會遇到什麼事。」不過她透露，今年以前有機會推出巡演，讓眾人相當驚喜。至於她日前突宣布不走紅毯讓不少人感到可惜，她則回說「謝謝大家的期待」，依然隨心而做的她，就在某一天對於走紅毯這件事突然就「膩了」，也透露她常常對團隊成員在Last minute（最後時刻）改變計畫；至於新作品則沒有一定的時間表，離開前還對媒體打趣說：「我千變萬化，搞不好明天就有一首。」（編輯：黃世雅）1080630,娛樂
40,（中央社記者洪健倫台北30日電）歌手蔡依林以專輯Ugly Beauty與歌曲「玫瑰少年」，成為金曲30最佳年度專輯獎與歌曲雙料得主，蔡依林表示：「現在更了解音樂人的熱情與樂趣，Ugly Beauty是我的生涯轉捩點。」第30屆金曲獎昨晚在台北小巨蛋舉行頒獎典禮，壓軸大獎「最佳年度專輯」由入圍同獎項的香港歌手陳奕迅揭曉。今年此獎項是由本屆最佳國語、台語、客語、原住民語專輯大獎入圍作品，以及香港歌手陳奕迅與The Duo Band合作的專輯「L.O.V.E.」，共24張專輯共同角逐。結果，本屆最佳年度專輯獎是由蔡依林的Ugly Beauty奪得，蔡依林也以專輯歌曲「玫瑰少年」和這張專輯，成為包辦最佳年度歌曲與年度專輯大獎的雙料得主。蔡依林在台上激動表示，沒想到可以成為這麼多優秀的入圍專輯中的其中一員，這是她歷年來花最多心思的一張專輯。蔡依林更在台上鼓勵女性：「身為女性，當你有聲音想說出內心的話，妳應該大膽選擇，找到最真實的自己。」下台之前，蔡依林還轉身回頭向歌迷大喊：「我愛你們！」本屆評審團主席陳珊妮表示，去年台灣發生許多事情，不論年輕人或是去年的音樂作品中，都瀰漫著一股悲傷的氣氛，蔡依林的Ugly Beauty卻以快樂的節奏，帶大家度過悲傷，成為勝出關鍵。蔡依林昨晚拿下她生涯的第5座與第6座金曲獎，她會後受訪時表示：「上台表演完後，心情反而更緊張了，」得獎後才鬆一口氣，她還在後台大喊了一聲髒話發洩緊張的心情。蔡依林表示，今年再拿下2座金曲獎，是她生涯中的「階段性插旗」，「沒想到20年後還能站在這裡，還能唱自己的歌，也還有人聽我唱歌，聽我說故事。」她說：「現在我更清楚身為音樂人與表演者，真正的熱情與樂趣是什麼，Ugly Beauty是我生涯的轉捩點。」文化部長鄭麗君昨晚也出席金曲30頒獎典禮，她手中拿著彩虹旗並在臉書貼文表示：「感動！蔡依林的『玫瑰少年』獲得金曲30年度歌曲獎！Ugly Beauty獲得金曲30年度專輯獎！獻給所有自由的靈魂！」。（編輯：屈享平）1080630,娛樂
41,（中央社記者趙靜瑜台北29日電）第30屆金曲獎頒獎典禮今天舉行，對於評審團獎最後由王若琳獲得的「意外」，評審團主席陳珊妮表示，評審團獎本來就預期頒發，「這是代表評審團的態度。」今年主辦單位發送的典禮流程表上，並沒有評審團獎這個獎項，當各界以為從缺的同時，陳珊妮在現場宣布王若琳得獎，台下一片錯愕。陳珊妮指出，本屆的金曲獎評審團獎，先由大評審團機制提名了15個作品，然後由今天參與的決審委員投票，產生共識而出。至於王若琳獲得評審團獎的原因，陳珊妮表示，她作流行歌曲很堅持自己，做得很愉快，不在乎是英文或中文或其他語言，這份勇敢跟想像力，會讓台灣的流行樂有更多的可能性。陳珊妮說，的確也因為她的歌曲是英文，沒有辦法納入金曲獎評選，「我們深信這是一張需要被鼓勵的專輯，也向所有女性創作人致敬。」關於評審團機制，外界疑慮這次都是「陳珊妮班底」，陳珊妮不諱言，文化部本來有自己有一份評審名單，「文化部也有問我的意見，希望多一些產業界的人加入，這也是回應產業界的期待。」陳珊妮說，金曲獎本來就無法迴避與市場產業有連結的人入圍，文化部對於金曲獎的評審一直以來都有迴避機制，「但因為我是主席，大家就很放大來看，其實主席本來就不參與投票。」這次得獎相當平均，包括蔡依林、林憶蓮、廖士賢與雅維．茉芮演唱的「斯瓦細格」原住民專輯都各獲2項獎項，陳珊妮說，「這正代表了評審團的確是非常仔細地討論每一個獎項。」陳珊妮說，與其討論誰是遺珠，其實更應該好好看重這次獲獎的作品，「真的都很棒。」（編輯：屈享平）1080629,娛樂
42,（中央社記者趙靜瑜台北29日電）年度音樂盛事第30屆金曲獎頒獎典禮今天舉行，這次的得獎名單看見評審團鼓勵了新舊文化的撞擊，顧及了產業的未來性。台灣華語音樂的產業已經改變，小眾已經可自給自足，需要被鼓勵，這也正是金曲獎今年的特色。評審團主席陳珊妮說，今年評審團也會考慮作品對大眾的共感，對於歌曲的傳唱度，歌曲帶來對社會的影響，都是評審的原則之一。年度專輯獎由蔡依林Ugly Beauty專輯獲獎，陳珊妮表示，去年台灣有各種不同的悲傷，但是蔡依林以快樂的舞曲去安慰大家的心情，用一種獨特的敘事角度對大家療癒，「這不僅僅是評審團有共鳴，觀眾也有極大共鳴，最後投了2輪，投票時有3委員迴避，以7票過半通過」。年度歌曲獎由蔡依林的「玫瑰少年」獲獎，這也是評審團毫無異議10票過半通過。這次評審團拉鋸最久的是最佳國語專輯，投了4輪才投出來，「這次入圍的專輯之所以討論熱烈，是因為風格太不相同」。陳珊妮說，這次很明顯，「希遊記」在這幾張專輯比較中是表現非常大膽而特別的，最後是林憶蓮7票對上孫盛希9票，孫盛希過半勝出。在國語最佳女歌手獎部分，毫不意外就是林憶蓮跟蔡依林對戰，但是在第一輪就以15票壓倒性勝利。陳珊妮表示，任何人在獎項中遇到林憶蓮，都是一場爭奪戰，「林憶蓮在整張專輯中的唱腔跟唱詞都非常細膩完美，是一個非常全面性的女歌手，得獎實至名歸」。陳珊妮表示，男歌手也是討論很久的部分，「今年的金曲獎就像是站在新舊交替之處，最後是最後一輪是Leo王對上李榮浩，Leo王的表現充滿開展性，等於就是非典型歌手，可以呼應這個時代」。陳珊妮否認李榮浩的音樂「迎合」金曲獎，但李榮浩的作品的確很有計劃，也很規矩，「但也因為越熟練，就會變得沒有刺，最後由Leo王9票勝出」。最佳樂團則由閃靈樂團獲獎，陳珊妮表示，閃靈代表了現在台灣的現狀，自由的時代，閃靈作品不但傳達了當代現況，也對於當代歷史的脈絡有所爬梳因而出線。陳珊妮也說，在討論樂團獎之時，評審團也討論到希望將來可以有樂團專輯獎。台語男歌手也有熱烈討論，後來集中在許富凱與流氓阿德，陳珊妮說評審團最後對決了一下，「流氓阿德這張專輯歌曲保有了泉州腔的台語，這是非常獨特的部分，最後因而出線。」最佳台語女歌手獎最後是由李千娜、官靈芝與江惠儀做最後討論，「李千娜這張專輯格局小而甜，江惠儀最後出線是因為演唱完成度很好，最後脫穎而出」。（編輯：吳協昌）1080629（中央社記者趙靜瑜台北29日電）第30屆金曲獎頒獎典禮今天舉行，對於評審團獎最後由王若琳獲得的「意外」，評審團主席陳珊妮表示，評審團獎本來就預期頒發，「這是代表評審團的態度」。今年主辦單位發送的典禮流程表上，並沒有評審團獎這個獎項，當各界以為從缺的同時，陳珊妮在現場宣布王若琳得獎，台下一片錯愕。陳珊妮指出，本屆的金曲獎評審團獎，先由大評審團機制提名了15個作品，然後由今天參與的決審委員投票，產生共識而出。至於王若琳獲得評審團獎的原因，陳珊妮表示，她作流行歌曲很堅持自己，做得很愉快，不在乎是英文或中文或其他語言，這份勇敢跟想像力，會讓台灣的流行樂有更多的可能性。陳珊妮說，的確也因為她的歌曲是英文，沒有辦法納入金曲獎評選，「我們深信這是一張需要被鼓勵的專輯，也向所有女性創作人致敬」。關於評審團機制，外界疑慮這次都是「陳珊妮班底」，陳珊妮不諱言，文化部本來自己有一份評審名單，「文化部也有問我的意見，希望多一些產業界的人加入，這也是回應產業界的期待」。陳珊妮說，金曲獎本來就無法迴避與市場產業有連結的人入圍，文化部對於金曲獎的評審一直以來都有迴避機制，「但因為我是主席，大家就很放大來看，其實主席本來就不參與投票」。這次得獎相當平均，包括蔡依林、林憶蓮、廖士賢與雅維．茉芮演唱的「斯瓦細格」原住民專輯都各獲2項獎項，陳珊妮說：「這正代表了評審團的確是非常仔細地討論每一個獎項。」陳珊妮說，與其討論誰是遺珠，其實更應該好好看重這次獲獎的作品，「真的都很棒」。（編輯：屈享平）1080629,娛樂
